campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,new_roas,CTR,Conversion Rate
261678,Referral Program,16/06/2023,New Users,SMS,"7,390.00",911.00,29.00,"2,960.98","9,497.75",1.85,3.21,12.33%,3.18%
501568,Referral Program,02/11/2024,Premium,Email,"7,215.00",508.00,25.00,"2,202.62","3,845.10",1.84,1.75,7.04%,4.92%
618403,Category Promotion,28/10/2024,Inactive,App,"1,153.00",198.00,99.00,"3,455.94","4,935.65",1.84,1.43,17.17%,50.00%
977198,Weekend Special,18/10/2024,Premium,Social Media,"1,311.00",828.00,21.00,"3,593.20","8,054.46",1.84,2.24,63.16%,2.54%
313154,App Push Notification,12/10/2024,New Users,Social Media,"6,666.00",106.00,85.00,"4,173.34","3,090.57",1.84,0.74,1.59%,80.19%
130943,New User Discount,23/09/2024,Inactive,Email,"1,870.00",889.00,13.00,"3,625.54","7,280.12",1.84,2.01,47.54%,1.46%
954564,Email Campaign,07/09/2024,Premium,Email,"8,529.00",188.00,30.00,"3,281.36","2,933.90",1.84,0.89,2.20%,15.96%
597318,Weekend Special,28/08/2024,Inactive,SMS,"3,845.00",681.00,63.00,"3,576.19","7,355.25",1.84,2.06,17.71%,9.25%
211547,Weekend Special,04/08/2024,Inactive,App,"3,930.00",552.00,84.00,"1,732.79","3,963.40",1.84,2.29,14.05%,15.22%
465849,Membership Drive,14/04/2024,Inactive,App,"3,801.00",453.00,33.00,"4,754.59","3,831.33",1.84,0.81,11.92%,7.28%
657226,App Push Notification,08/04/2024,New Users,SMS,"1,012.00",843.00,87.00,"3,657.33","2,150.85",1.84,0.59,83.30%,10.32%
850144,New User Discount,15/03/2024,All,App,"1,741.00",654.00,53.00,"2,732.94","3,525.89",1.84,1.29,37.56%,8.10%
332730,Membership Drive,24/02/2024,New Users,App,"5,176.00",698.00,73.00,"4,909.64","8,832.05",1.84,1.80,13.49%,10.46%
51639,Flash Sale,02/02/2024,All,Email,"1,542.00",346.00,95.00,"2,065.86","8,298.23",1.84,4.02,22.44%,27.46%
655868,Category Promotion,11/01/2024,New Users,Email,"4,756.00",670.00,61.00,"3,510.33","8,818.44",1.84,2.51,14.09%,9.10%
952318,App Push Notification,25/12/2023,All,Social Media,"8,624.00",213.00,51.00,"3,113.80","5,772.78",1.84,1.85,2.47%,23.94%
732032,Membership Drive,15/12/2023,New Users,Email,"4,040.00",635.00,47.00,"1,714.04","2,123.97",1.84,1.24,15.72%,7.40%
682216,Email Campaign,06/12/2023,Premium,SMS,"8,276.00",825.00,71.00,"2,609.97","2,533.50",1.84,0.97,9.97%,8.61%
894256,App Push Notification,15/10/2023,Premium,SMS,"3,483.00",808.00,15.00,"3,760.41","9,119.25",1.84,2.43,23.20%,1.86%
105015,Category Promotion,09/08/2023,Inactive,App,"6,088.00",504.00,21.00,"1,001.72","2,793.26",1.84,2.79,8.28%,4.17%
1005,Membership Drive,18/06/2023,All,Email,"8,276.00",793.00,68.00,"1,189.21","9,253.77",1.84,7.78,9.58%,8.58%
608780,App Push Notification,13/06/2023,All,SMS,"5,979.00",102.00,62.00,"2,516.95","7,585.38",1.84,3.01,1.71%,60.78%
972675,Category Promotion,12/06/2023,New Users,App,"6,925.00",277.00,20.00,"1,008.16","3,780.37",1.84,3.75,4.00%,7.22%
19412,Email Campaign,02/06/2023,All,App,"4,784.00",241.00,32.00,"3,372.36","8,273.65",1.84,2.45,5.04%,13.28%
954347,Festival Offer,29/05/2023,New Users,Social Media,"4,934.00",202.00,33.00,"3,145.79","2,408.05",1.84,0.77,4.09%,16.34%
905847,Weekend Special,30/04/2023,All,App,"4,374.00",236.00,83.00,"3,164.56","3,144.28",1.84,0.99,5.40%,35.17%
194090,Membership Drive,17/04/2023,Inactive,SMS,"9,374.00",522.00,13.00,"3,939.80","6,900.26",1.84,1.75,5.57%,2.49%
310654,Category Promotion,31/03/2023,All,Email,"9,458.00",834.00,26.00,"2,352.62","4,444.80",1.84,1.89,8.82%,3.12%
151395,Weekend Special,29/03/2023,Premium,SMS,"4,834.00",408.00,89.00,"1,574.27","5,312.99",1.84,3.37,8.44%,21.81%
882671,Category Promotion,24/10/2024,Inactive,Email,"7,685.00",540.00,47.00,"2,199.05","4,937.69",1.83,2.25,7.03%,8.70%
303662,Membership Drive,01/09/2024,New Users,App,"4,875.00",593.00,55.00,"2,046.73","7,664.79",1.83,3.74,12.16%,9.27%
552589,Email Campaign,29/07/2024,Premium,Social Media,"2,806.00",711.00,76.00,"3,935.06","2,373.59",1.83,0.60,25.34%,10.69%
794439,Referral Program,27/07/2024,Premium,SMS,"9,255.00",214.00,66.00,"1,734.40","9,492.11",1.83,5.47,2.31%,30.84%
656922,App Push Notification,24/07/2024,Inactive,App,"3,666.00",343.00,74.00,"4,496.52","2,109.29",1.83,0.47,9.36%,21.57%
131270,New User Discount,28/06/2024,New Users,Email,"7,761.00",945.00,68.00,"1,487.79","3,090.76",1.83,2.08,12.18%,7.20%
272500,Category Promotion,18/06/2024,All,App,"9,834.00",124.00,50.00,"1,448.38","5,272.86",1.83,3.64,1.26%,40.32%
950816,Flash Sale,27/05/2024,All,Email,"2,764.00",755.00,85.00,"1,218.60","4,121.19",1.83,3.38,27.32%,11.26%
432381,Flash Sale,06/05/2024,Premium,Social Media,"7,640.00",151.00,18.00,"1,904.30","9,054.74",1.83,4.75,1.98%,11.92%
985659,Membership Drive,28/03/2024,Inactive,SMS,"9,434.00",762.00,31.00,"3,524.13","9,767.11",1.83,2.77,8.08%,4.07%
517328,Flash Sale,24/03/2024,Premium,Email,"1,424.00",367.00,45.00,"2,384.97","2,171.80",1.83,0.91,25.77%,12.26%
576493,Referral Program,24/03/2024,New Users,Social Media,"8,042.00",930.00,67.00,"4,062.45","6,111.86",1.83,1.50,11.56%,7.20%
244348,Email Campaign,22/03/2024,All,SMS,"1,362.00",937.00,46.00,"4,380.99","9,341.48",1.83,2.13,68.80%,4.91%
757376,Category Promotion,14/01/2024,All,App,"6,406.00",459.00,52.00,"4,317.64","4,416.16",1.83,1.02,7.17%,11.33%
242687,App Push Notification,26/12/2023,Premium,SMS,"1,942.00",501.00,93.00,"2,606.09","4,028.84",1.83,1.55,25.80%,18.56%
833745,App Push Notification,11/12/2023,All,App,"7,141.00",131.00,57.00,"3,801.07","6,892.46",1.83,1.81,1.83%,43.51%
604151,Category Promotion,21/10/2023,New Users,Social Media,"3,328.00",321.00,71.00,"3,940.22","4,867.25",1.83,1.24,9.65%,22.12%
405500,New User Discount,07/10/2023,New Users,Social Media,"8,266.00",823.00,47.00,"4,377.54","7,146.25",1.83,1.63,9.96%,5.71%
789958,New User Discount,06/08/2023,Premium,Email,"5,820.00",179.00,24.00,"4,021.15","8,011.69",1.83,1.99,3.08%,13.41%
763587,New User Discount,08/06/2023,New Users,Email,"1,290.00",837.00,18.00,"2,175.58","5,868.02",1.83,2.70,64.88%,2.15%
807270,New User Discount,28/04/2023,Inactive,Social Media,"9,827.00",627.00,60.00,"1,448.96","7,026.95",1.83,4.85,6.38%,9.57%
425932,New User Discount,18/04/2023,Inactive,SMS,"4,822.00",359.00,63.00,"3,853.98","2,376.13",1.83,0.62,7.45%,17.55%
752351,App Push Notification,31/03/2023,All,Email,"2,580.00",472.00,95.00,"3,725.26","5,458.71",1.83,1.47,18.29%,20.13%
503022,Festival Offer,21/03/2023,Premium,SMS,"9,415.00",384.00,61.00,"2,329.08","3,584.95",1.83,1.54,4.08%,15.89%
565307,Festival Offer,26/10/2024,Premium,SMS,"1,600.00",241.00,72.00,"4,917.53","7,945.34",1.82,1.62,15.06%,29.88%
336128,Festival Offer,14/10/2024,Premium,Email,"5,261.00",475.00,32.00,"1,902.86","8,899.39",1.82,4.68,9.03%,6.74%
668849,New User Discount,30/09/2024,New Users,Email,"8,850.00",126.00,17.00,"3,664.15","5,397.30",1.82,1.47,1.42%,13.49%
309090,Membership Drive,09/09/2024,All,Email,"3,148.00",389.00,11.00,"1,348.31","4,970.71",1.82,3.69,12.36%,2.83%
575066,App Push Notification,08/07/2024,Inactive,App,"7,977.00",302.00,56.00,"3,983.37","9,691.47",1.82,2.43,3.79%,18.54%
234550,New User Discount,04/06/2024,Inactive,SMS,"2,592.00",184.00,73.00,"2,469.58","2,234.18",1.82,0.90,7.10%,39.67%
884572,Membership Drive,01/06/2024,Inactive,App,"6,228.00",252.00,85.00,"1,703.76","6,520.52",1.82,3.83,4.05%,33.73%
484910,New User Discount,30/05/2024,Inactive,Social Media,"7,822.00",146.00,69.00,"3,143.17","5,513.92",1.82,1.75,1.87%,47.26%
366815,App Push Notification,03/04/2024,Premium,Email,"1,849.00",932.00,48.00,"1,603.23","2,501.33",1.82,1.56,50.41%,5.15%
711201,Email Campaign,23/02/2024,Premium,App,"5,825.00",974.00,39.00,"1,896.50","8,440.25",1.82,4.45,16.72%,4.00%
417740,Category Promotion,20/02/2024,New Users,App,"1,623.00",966.00,48.00,"3,275.09","3,112.22",1.82,0.95,59.52%,4.97%
274268,Flash Sale,15/01/2024,Premium,App,"7,052.00",783.00,49.00,"1,934.25","3,134.36",1.82,1.62,11.10%,6.26%
663952,Weekend Special,14/09/2023,Inactive,App,"8,151.00",761.00,57.00,"4,947.69","2,418.21",1.82,0.49,9.34%,7.49%
119462,Category Promotion,09/09/2023,All,Email,"7,293.00",938.00,11.00,"3,132.63","5,847.76",1.82,1.87,12.86%,1.17%
272663,Festival Offer,15/08/2023,New Users,Email,"6,951.00",595.00,41.00,"1,389.26","2,671.00",1.82,1.92,8.56%,6.89%
528268,Referral Program,22/07/2023,New Users,App,"9,886.00",698.00,20.00,"2,392.91","3,665.42",1.82,1.53,7.06%,2.87%
49888,Email Campaign,16/07/2023,All,SMS,"4,427.00",361.00,56.00,"1,865.28","7,137.20",1.82,3.83,8.15%,15.51%
624230,Email Campaign,09/07/2023,Inactive,Email,"4,911.00",678.00,78.00,"4,253.24","6,230.01",1.82,1.46,13.81%,11.50%
130334,App Push Notification,22/06/2023,New Users,SMS,"8,881.00",756.00,53.00,"1,363.24","3,306.94",1.82,2.43,8.51%,7.01%
906705,Category Promotion,09/06/2023,All,Social Media,"6,928.00",108.00,31.00,"4,835.71","9,683.02",1.82,2.00,1.56%,28.70%
654370,Flash Sale,23/03/2023,Inactive,SMS,"1,080.00",996.00,39.00,"1,190.48","3,395.94",1.82,2.85,92.22%,3.92%
127182,Weekend Special,25/09/2024,New Users,SMS,"1,452.00",863.00,44.00,"4,240.40","5,750.97",1.81,1.36,59.44%,5.10%
287769,App Push Notification,24/09/2024,Premium,Email,"8,770.00",206.00,17.00,"2,375.52","9,175.23",1.81,3.86,2.35%,8.25%
966480,Weekend Special,31/08/2024,New Users,Social Media,"8,359.00",439.00,65.00,"1,039.08","5,569.58",1.81,5.36,5.25%,14.81%
293118,Flash Sale,29/07/2024,Inactive,SMS,"6,888.00",880.00,74.00,"3,094.10","6,538.30",1.81,2.11,12.78%,8.41%
46328,Weekend Special,17/06/2024,Inactive,Social Media,"9,716.00",876.00,77.00,"2,058.48","3,654.76",1.81,1.78,9.02%,8.79%
718252,Weekend Special,19/05/2024,All,SMS,"7,027.00",784.00,95.00,"1,766.00","9,367.79",1.81,5.30,11.16%,12.12%
576154,Festival Offer,02/05/2024,Inactive,Email,"2,521.00",214.00,65.00,"3,102.32","3,626.80",1.81,1.17,8.49%,30.37%
382929,Category Promotion,14/04/2024,New Users,SMS,"9,801.00",803.00,22.00,"2,844.73","2,470.84",1.81,0.87,8.19%,2.74%
991793,Membership Drive,19/02/2024,New Users,Social Media,"2,971.00",640.00,78.00,"3,611.45","8,684.07",1.81,2.40,21.54%,12.19%
380901,Weekend Special,05/02/2024,Premium,App,"4,565.00",569.00,36.00,"4,630.21","6,206.79",1.81,1.34,12.46%,6.33%
765753,Flash Sale,17/01/2024,Premium,App,"2,938.00",793.00,13.00,"1,616.20","4,148.32",1.81,2.57,26.99%,1.64%
845702,Membership Drive,08/01/2024,Inactive,Social Media,"2,281.00",320.00,35.00,"2,061.99","3,994.19",1.81,1.94,14.03%,10.94%
841351,App Push Notification,18/11/2023,Inactive,Email,"4,959.00",960.00,42.00,"1,175.75","5,540.87",1.81,4.71,19.36%,4.38%
793911,New User Discount,19/08/2023,Inactive,SMS,"4,204.00",151.00,75.00,"1,246.11","8,361.56",1.81,6.71,3.59%,49.67%
519334,Email Campaign,26/06/2023,New Users,Social Media,"7,547.00",913.00,56.00,"4,190.67","5,663.62",1.81,1.35,12.10%,6.13%
564880,Category Promotion,17/06/2023,All,SMS,"6,746.00",929.00,19.00,"4,448.63","4,688.52",1.81,1.05,13.77%,2.05%
203084,Festival Offer,30/04/2023,All,SMS,"4,642.00",980.00,80.00,"4,762.46","5,680.11",1.81,1.19,21.11%,8.16%
69342,Festival Offer,21/04/2023,All,App,"5,630.00",462.00,14.00,"3,372.27","3,064.53",1.81,0.91,8.21%,3.03%
531307,App Push Notification,02/11/2024,All,App,"7,562.00",975.00,73.00,"2,298.76","7,097.94",1.80,3.09,12.89%,7.49%
419190,App Push Notification,04/10/2024,New Users,App,"9,171.00",307.00,32.00,"3,036.79","8,952.45",1.80,2.95,3.35%,10.42%
557067,Weekend Special,26/09/2024,Premium,Social Media,"8,414.00",180.00,100.00,"1,825.36","5,457.83",1.80,2.99,2.14%,55.56%
443226,Flash Sale,11/09/2024,Inactive,SMS,"5,025.00",770.00,86.00,"4,178.33","5,877.36",1.80,1.41,15.32%,11.17%
304933,Category Promotion,02/09/2024,All,Email,"4,702.00",294.00,82.00,"2,940.73","8,030.80",1.80,2.73,6.25%,27.89%
926570,Weekend Special,22/08/2024,Premium,Social Media,"5,255.00",988.00,71.00,"3,283.04","3,220.00",1.80,0.98,18.80%,7.19%
270439,Flash Sale,14/08/2024,Inactive,Social Media,"5,163.00",985.00,90.00,"4,990.83","9,226.60",1.80,1.85,19.08%,9.14%
134935,Flash Sale,05/08/2024,Inactive,App,"5,860.00",917.00,28.00,"4,159.03","3,535.02",1.80,0.85,15.65%,3.05%
414375,Weekend Special,22/06/2024,All,SMS,"2,920.00",756.00,38.00,"2,289.65","8,191.09",1.80,3.58,25.89%,5.03%
373268,Referral Program,16/06/2024,New Users,Email,"6,134.00",546.00,10.00,"2,054.83","2,564.13",1.80,1.25,8.90%,1.83%
419331,Email Campaign,01/04/2024,Inactive,Email,"5,502.00",894.00,97.00,"3,347.33","6,657.33",1.80,1.99,16.25%,10.85%
599016,Weekend Special,04/03/2024,Inactive,App,"6,517.00",886.00,44.00,"3,796.38","7,523.70",1.80,1.98,13.60%,4.97%
385198,Flash Sale,04/02/2024,New Users,Email,"8,610.00",877.00,93.00,"4,217.88","2,720.84",1.80,0.65,10.19%,10.60%
586559,New User Discount,08/01/2024,All,App,"1,147.00",445.00,38.00,"3,395.67","7,007.70",1.80,2.06,38.80%,8.54%
759871,New User Discount,30/12/2023,New Users,Email,"4,332.00",147.00,64.00,"2,903.10","3,716.52",1.80,1.28,3.39%,43.54%
617434,Email Campaign,26/12/2023,Inactive,Email,"1,276.00",244.00,90.00,"3,062.60","5,647.17",1.80,1.84,19.12%,36.89%
944034,New User Discount,20/09/2023,New Users,App,"1,670.00",674.00,78.00,"3,016.52","5,492.54",1.80,1.82,40.36%,11.57%
597394,Email Campaign,22/08/2023,Premium,Social Media,"3,164.00",217.00,59.00,"4,075.72","8,149.88",1.80,2.00,6.86%,27.19%
947389,Category Promotion,15/08/2023,New Users,App,"8,771.00",134.00,100.00,"3,701.46","9,617.18",1.80,2.60,1.53%,74.63%
379895,Weekend Special,14/08/2023,Inactive,Social Media,"9,167.00",548.00,47.00,"4,404.67","2,770.87",1.80,0.63,5.98%,8.58%
80814,Festival Offer,30/05/2023,New Users,Email,"9,761.00",460.00,63.00,"4,678.02","8,689.90",1.80,1.86,4.71%,13.70%
451408,Membership Drive,22/03/2023,Premium,Email,"7,310.00",380.00,78.00,"2,233.48","7,492.12",1.80,3.35,5.20%,20.53%
536075,Membership Drive,05/07/2024,All,Email,"3,374.00",447.00,72.00,"3,431.27","7,819.18",1.79,2.28,13.25%,16.11%
319024,Flash Sale,26/06/2024,Premium,App,"4,392.00",130.00,56.00,"1,103.91","8,439.46",1.79,7.65,2.96%,43.08%
958949,Weekend Special,23/05/2024,Premium,Email,"8,060.00",565.00,97.00,"2,289.46","8,452.70",1.79,3.69,7.01%,17.17%
155149,Membership Drive,13/05/2024,All,Email,"7,015.00",705.00,51.00,"4,011.58","3,535.33",1.79,0.88,10.05%,7.23%
921820,New User Discount,25/03/2024,Inactive,Social Media,"7,959.00",208.00,56.00,"3,676.43","4,008.43",1.79,1.09,2.61%,26.92%
512576,Flash Sale,13/03/2024,All,Email,"5,832.00",685.00,13.00,"1,719.06","6,200.13",1.79,3.61,11.75%,1.90%
474641,Flash Sale,13/02/2024,Premium,App,"2,224.00",290.00,58.00,"3,194.45","4,646.73",1.79,1.45,13.04%,20.00%
157866,Membership Drive,10/01/2024,New Users,App,"3,538.00",940.00,75.00,"2,515.83","2,474.80",1.79,0.98,26.57%,7.98%
730601,App Push Notification,21/10/2023,Premium,SMS,"3,504.00",861.00,85.00,"2,980.78","2,946.30",1.79,0.99,24.57%,9.87%
572929,New User Discount,31/08/2023,Inactive,SMS,"1,693.00",413.00,22.00,"4,279.74","6,535.86",1.79,1.53,24.39%,5.33%
85521,Membership Drive,25/08/2023,All,App,"2,409.00",419.00,71.00,"2,333.39","8,086.16",1.79,3.47,17.39%,16.95%
21048,Weekend Special,13/05/2023,All,Social Media,"6,701.00",715.00,31.00,"1,156.09","7,542.31",1.79,6.52,10.67%,4.34%
886076,Category Promotion,31/10/2024,Premium,SMS,"3,930.00",591.00,25.00,"4,678.74","5,102.75",1.78,1.09,15.04%,4.23%
911817,New User Discount,18/10/2024,New Users,App,"2,358.00",459.00,76.00,"3,039.40","3,814.89",1.78,1.26,19.47%,16.56%
662582,Email Campaign,08/09/2024,Inactive,SMS,"3,673.00",480.00,72.00,"3,885.23","3,226.50",1.78,0.83,13.07%,15.00%
551324,Email Campaign,06/09/2024,All,Social Media,"5,661.00",302.00,21.00,"3,992.05","2,040.23",1.78,0.51,5.33%,6.95%
367221,Flash Sale,23/08/2024,New Users,Social Media,"7,196.00",315.00,53.00,"3,064.54","3,459.03",1.78,1.13,4.38%,16.83%
819189,Festival Offer,27/07/2024,All,Email,"8,251.00",220.00,23.00,"1,421.10","4,288.71",1.78,3.02,2.67%,10.45%
691665,Email Campaign,25/07/2024,Premium,App,"5,437.00",765.00,89.00,"3,726.36","6,169.71",1.78,1.66,14.07%,11.63%
107594,Email Campaign,27/06/2024,All,Email,"3,925.00",618.00,39.00,"1,791.31","6,558.83",1.78,3.66,15.75%,6.31%
899996,New User Discount,05/04/2024,New Users,Social Media,"9,485.00",867.00,70.00,"1,912.12","8,669.81",1.78,4.53,9.14%,8.07%
983532,Email Campaign,02/03/2024,Premium,Social Media,"5,275.00",742.00,10.00,"1,803.24","8,282.53",1.78,4.59,14.07%,1.35%
578874,Referral Program,14/02/2024,All,SMS,"7,395.00",296.00,20.00,"1,891.11","6,570.10",1.78,3.47,4.00%,6.76%
744196,Membership Drive,02/02/2024,All,Email,"4,172.00",477.00,65.00,"2,430.33","8,414.56",1.78,3.46,11.43%,13.63%
82236,Membership Drive,29/01/2024,All,Email,"4,659.00",995.00,80.00,"4,483.58","8,309.98",1.78,1.85,21.36%,8.04%
560709,Membership Drive,10/11/2023,New Users,App,"6,072.00",601.00,62.00,"3,201.47","7,374.40",1.78,2.30,9.90%,10.32%
442894,Email Campaign,05/10/2023,New Users,SMS,"6,480.00",853.00,64.00,"2,693.92","6,287.12",1.78,2.33,13.16%,7.50%
645367,Referral Program,21/09/2023,New Users,Social Media,"8,208.00",423.00,10.00,"2,765.69","2,045.10",1.78,0.74,5.15%,2.36%
776302,Festival Offer,03/07/2023,New Users,SMS,"6,115.00",565.00,93.00,"3,485.33","6,150.84",1.78,1.76,9.24%,16.46%
223682,Email Campaign,19/05/2023,All,Email,"3,897.00",838.00,23.00,"3,237.00","6,154.37",1.78,1.90,21.50%,2.74%
341661,App Push Notification,10/05/2023,Inactive,Email,"3,207.00",695.00,84.00,"1,010.36","9,099.22",1.78,9.01,21.67%,12.09%
932860,New User Discount,05/05/2023,Premium,Social Media,"2,155.00",819.00,62.00,"4,599.44","9,198.45",1.78,2.00,38.00%,7.57%
461552,Referral Program,05/05/2023,All,Email,"1,897.00",170.00,36.00,"2,828.31","5,297.27",1.78,1.87,8.96%,21.18%
203042,Email Campaign,19/03/2023,Premium,App,"8,554.00",434.00,85.00,"1,912.22","5,526.85",1.78,2.89,5.07%,19.59%
859199,App Push Notification,09/09/2024,Inactive,Social Media,"3,429.00",887.00,65.00,"3,390.47","3,673.82",1.77,1.08,25.87%,7.33%
5891,Flash Sale,03/07/2024,Premium,SMS,"2,333.00",976.00,96.00,"4,851.75","2,280.15",1.77,0.47,41.83%,9.84%
87706,Category Promotion,16/06/2024,All,SMS,"5,168.00",446.00,96.00,"1,129.17","9,219.79",1.77,8.17,8.63%,21.52%
729324,Membership Drive,22/03/2024,All,Social Media,"8,498.00",509.00,28.00,"1,764.30","6,930.76",1.77,3.93,5.99%,5.50%
351472,Referral Program,12/03/2024,Inactive,SMS,"4,437.00",231.00,49.00,"4,390.95","2,272.89",1.77,0.52,5.21%,21.21%
131818,Flash Sale,06/03/2024,New Users,App,"4,591.00",501.00,28.00,"3,228.33","7,505.28",1.77,2.32,10.91%,5.59%
416285,Membership Drive,18/01/2024,Premium,App,"8,269.00",212.00,39.00,"3,252.60","8,254.13",1.77,2.54,2.56%,18.40%
88903,Festival Offer,16/01/2024,All,Social Media,"1,951.00",673.00,37.00,"2,232.42","2,087.52",1.77,0.94,34.50%,5.50%
465804,Flash Sale,06/01/2024,New Users,Social Media,"6,628.00",346.00,77.00,"2,418.62","3,591.11",1.77,1.48,5.22%,22.25%
994166,Referral Program,12/12/2023,Premium,SMS,"5,987.00",739.00,31.00,"2,843.95","4,392.73",1.77,1.54,12.34%,4.19%
796726,New User Discount,28/10/2023,New Users,SMS,"4,143.00",758.00,91.00,"1,111.84","2,054.55",1.77,1.85,18.30%,12.01%
592050,Flash Sale,17/08/2023,Premium,SMS,"7,435.00",989.00,81.00,"2,662.49","5,962.38",1.77,2.24,13.30%,8.19%
377283,Email Campaign,26/07/2023,Inactive,App,"5,277.00",212.00,74.00,"4,816.04","6,521.95",1.77,1.35,4.02%,34.91%
127410,App Push Notification,22/07/2023,New Users,Social Media,"8,897.00",707.00,66.00,"3,544.84","4,805.49",1.77,1.36,7.95%,9.34%
972551,Email Campaign,15/07/2023,Inactive,Email,"8,852.00",916.00,55.00,"4,331.70","6,232.51",1.77,1.44,10.35%,6.00%
628007,New User Discount,23/06/2023,Inactive,Social Media,"8,851.00",554.00,48.00,"2,116.01","4,058.63",1.77,1.92,6.26%,8.66%
877692,Referral Program,03/06/2023,Inactive,Email,"6,633.00",614.00,89.00,"3,646.09","9,565.98",1.77,2.62,9.26%,14.50%
5957,Category Promotion,30/03/2023,Premium,SMS,"3,916.00",775.00,96.00,"3,366.67","6,669.28",1.77,1.98,19.79%,12.39%
290649,Membership Drive,28/09/2024,Premium,Email,"5,127.00",864.00,93.00,"2,805.90","3,852.16",1.76,1.37,16.85%,10.76%
450016,Category Promotion,12/09/2024,New Users,SMS,"4,649.00",616.00,40.00,"1,285.75","2,689.60",1.76,2.09,13.25%,6.49%
790767,Membership Drive,15/07/2024,Premium,Email,"7,372.00",480.00,96.00,"1,825.52","3,816.40",1.76,2.09,6.51%,20.00%
798121,Membership Drive,22/05/2024,All,SMS,"4,163.00",603.00,87.00,"3,682.54","7,164.34",1.76,1.95,14.48%,14.43%
332189,Email Campaign,04/05/2024,New Users,App,"4,344.00",857.00,86.00,"2,154.50","7,312.28",1.76,3.39,19.73%,10.04%
807552,Referral Program,15/03/2024,Premium,Social Media,"4,678.00",464.00,88.00,"4,022.87","4,534.37",1.76,1.13,9.92%,18.97%
849840,New User Discount,14/03/2024,Premium,App,"9,956.00",522.00,19.00,"2,187.45","4,806.09",1.76,2.20,5.24%,3.64%
815270,Referral Program,27/02/2024,Inactive,SMS,"4,192.00",747.00,71.00,"3,084.85","3,851.73",1.76,1.25,17.82%,9.50%
116113,Email Campaign,22/12/2023,Inactive,App,"5,217.00",152.00,60.00,"4,572.39","7,909.83",1.76,1.73,2.91%,39.47%
281887,App Push Notification,02/11/2023,New Users,Email,"5,265.00",765.00,84.00,"1,810.21","7,630.52",1.76,4.22,14.53%,10.98%
720234,Email Campaign,12/10/2023,Inactive,App,"2,633.00",306.00,45.00,"1,774.07","3,788.25",1.76,2.14,11.62%,14.71%
677917,Email Campaign,21/08/2023,New Users,Email,"8,699.00",636.00,75.00,"2,514.31","5,311.97",1.76,2.11,7.31%,11.79%
652261,Festival Offer,01/08/2023,Inactive,Email,"8,511.00",534.00,52.00,"1,697.29","8,654.12",1.76,5.10,6.27%,9.74%
46129,Weekend Special,22/07/2023,Premium,Email,"6,093.00",702.00,40.00,"1,769.62","9,296.35",1.76,5.25,11.52%,5.70%
836506,Membership Drive,07/07/2023,New Users,Email,"4,746.00",604.00,83.00,"2,052.97","9,466.22",1.76,4.61,12.73%,13.74%
224993,Email Campaign,27/05/2023,Inactive,Social Media,"3,125.00",575.00,64.00,"4,557.63","3,868.44",1.76,0.85,18.40%,11.13%
745710,Email Campaign,23/05/2023,Inactive,Social Media,"8,922.00",583.00,87.00,"4,781.54","6,043.32",1.76,1.26,6.53%,14.92%
767585,Category Promotion,13/05/2023,Premium,Email,"7,895.00",997.00,83.00,"4,816.44","5,470.79",1.76,1.14,12.63%,8.32%
691955,Email Campaign,09/05/2023,Premium,SMS,"8,921.00",476.00,19.00,"4,150.37","7,743.90",1.76,1.87,5.34%,3.99%
714997,Flash Sale,06/05/2023,New Users,Social Media,"8,109.00",825.00,80.00,"3,970.09","2,950.73",1.76,0.74,10.17%,9.70%
585057,Weekend Special,13/04/2023,Inactive,Social Media,"9,712.00",305.00,10.00,"1,327.54","4,883.80",1.76,3.68,3.14%,3.28%
175791,Email Campaign,04/04/2023,Inactive,Social Media,"5,452.00",579.00,50.00,"1,988.75","7,141.62",1.76,3.59,10.62%,8.64%
831297,Referral Program,04/10/2024,New Users,Email,"2,449.00",354.00,33.00,"1,225.24","7,402.01",1.75,6.04,14.45%,9.32%
747205,Festival Offer,26/09/2024,All,App,"2,853.00",582.00,32.00,"4,012.49","6,437.95",1.75,1.60,20.40%,5.50%
817895,New User Discount,09/07/2024,All,Email,"1,355.00",296.00,82.00,"3,472.55","8,513.25",1.75,2.45,21.85%,27.70%
573841,Category Promotion,29/05/2024,All,Social Media,"4,863.00",475.00,26.00,"4,923.46","9,663.19",1.75,1.96,9.77%,5.47%
777061,Membership Drive,03/05/2024,All,Social Media,"6,795.00",524.00,61.00,"2,343.29","2,332.14",1.75,1.00,7.71%,11.64%
596969,Referral Program,11/04/2024,All,Social Media,"5,776.00",692.00,61.00,"1,027.21","9,771.28",1.75,9.51,11.98%,8.82%
328730,New User Discount,27/03/2024,All,Social Media,"1,193.00",482.00,55.00,"1,959.62","9,576.12",1.75,4.89,40.40%,11.41%
510307,Weekend Special,16/03/2024,Premium,App,"5,731.00",423.00,61.00,"1,716.16","4,228.37",1.75,2.46,7.38%,14.42%
430047,Membership Drive,01/02/2024,Premium,App,"1,610.00",934.00,12.00,"1,183.09","8,356.91",1.75,7.06,58.01%,1.28%
885791,Referral Program,17/12/2023,New Users,Social Media,"5,063.00",620.00,56.00,"1,831.62","7,119.77",1.75,3.89,12.25%,9.03%
54478,Category Promotion,11/08/2023,All,Email,"1,554.00",250.00,34.00,"4,320.04","6,871.28",1.75,1.59,16.09%,13.60%
